,Class,champion,color,dmgdealt/min,dmgtaken/min,games,internal,patch,patchnum,season
3665,Support,Pyke,#FFB733,362.75027519773744,1534.6200534909997,0.0,6.0,8.06,6.0,8.0
781,Specialist,Quinn,#EB8596,701.4448826100606,1157.1626048751866,38885.0,6.0,8.06,6.0,8.0
782,Support,Rakan,#FFB733,257.37595657558427,1411.8902162614024,110486.0,6.0,8.06,6.0,8.0
783,Tank,Rammus,#393663,446.9802330688456,2623.408816254254,50443.0,6.0,8.06,6.0,8.0
784,Fighter,Rek'Sai,#664A40,472.09168742396747,2129.504098365186,19074.0,6.0,8.06,6.0,8.0
785,Fighter,Renekton,#664A40,599.4015299806016,2123.967732876751,99295.0,6.0,8.06,6.0,8.0
786,Fighter,Rengar,#664A40,563.0912630016514,1839.223672935165,79831.0,6.0,8.06,6.0,8.0
787,Assassin,Riven,#ED2941,541.3240906346377,1718.6666438877187,109925.0,6.0,8.06,6.0,8.0
788,Mage,Rumble,#25BAA4,690.5850545141875,1465.1999399375463,18021.0,6.0,8.06,6.0,8.0
789,Mage,Ryze,#25BAA4,637.7531848664433,1309.280928128933,76561.0,6.0,8.06,6.0,8.0
790,Tank,Sejuani,#393663,386.77189105481875,2372.12885814336,84539.0,6.0,8.06,6.0,8.0
791,Assassin,Shaco,#ED2941,520.0879807798059,1447.1662822696587,109836.0,6.0,8.06,6.0,8.0
792,Tank,Shen,#393663,381.67069674138776,2034.8800008697997,81129.0,6.0,8.06,6.0,8.0
793,Fighter,Shyvana,#664A40,537.2570303402646,2251.0492975160364,76743.0,6.0,8.06,6.0,8.0
794,Specialist,Singed,#EB8596,645.1541146029396,2056.660702787733,68167.0,6.0,8.06,6.0,8.0
795,Tank,Sion,#393663,528.4728489202382,2743.7140654876916,119607.0,6.0,8.06,6.0,8.0
796,Marksman,Sivir,#0D1F22,645.6377616456372,987.5337945177114,66168.0,6.0,8.06,6.0,8.0
797,Fighter,Skarner,#664A40,332.301608739865,2325.4467711278157,51507.0,6.0,8.06,6.0,8.0
798,Support,Sona,#FFB733,390.2362557648631,1195.3242782731927,99810.0,6.0,8.06,6.0,8.0
799,Support,Soraka,#FFB733,241.50051059407915,1349.6226384094994,113205.0,6.0,8.06,6.0,8.0
800,Mage,Swain,#25BAA4,775.6708317146755,1777.9161794399517,166432.0,6.0,8.06,6.0,8.0
3698,Mage,Sylas,#25BAA4,0.0,0.0,0.0,6.0,8.06,6.0,8.0
801,Mage,Syndra,#25BAA4,686.9609732787414,869.1569549889308,41756.0,6.0,8.06,6.0,8.0
802,Support,Tahm Kench,#FFB733,370.77774361491623,2209.3852005449344,78665.0,6.0,8.06,6.0,8.0
803,Mage,Taliyah,#25BAA4,751.0561232277723,963.6749709608499,34043.0,6.0,8.06,6.0,8.0
804,Assassin,Talon,#ED2941,680.0624202028305,1333.2642342972458,55311.0,6.0,8.06,6.0,8.0
805,Support,Taric,#FFB733,206.68691730456447,1872.088189449821,83673.0,6.0,8.06,6.0,8.0
806,Specialist,Teemo,#EB8596,803.1695499714372,1064.4991510996963,116184.0,6.0,8.06,6.0,8.0
807,Support,Thresh,#FFB733,265.62817156867084,1368.2938797627767,224818.0,6.0,8.06,6.0,8.0
808,Marksman,Tristana,#0D1F22,597.56305863759,1035.0801877156052,161728.0,6.0,8.06,6.0,8.0
809,Fighter,Trundle,#664A40,467.65684640202034,2485.6026789439957,63920.0,6.0,8.06,6.0,8.0
810,Assassin,Tryndamere,#ED2941,575.8686686639835,3167.3913012120906,127814.0,6.0,8.06,6.0,8.0
811,Mage,Twisted Fate,#25BAA4,615.1266295541125,1068.6606295732604,65564.0,6.0,8.06,6.0,8.0
812,Marksman,Twitch,#0D1F22,663.7628426564451,1031.5670065453085,118320.0,6.0,8.06,6.0,8.0
813,Fighter,Udyr,#664A40,446.30107941393226,2192.000751214966,107173.0,6.0,8.06,6.0,8.0
814,Fighter,Urgot,#664A40,628.6926778717329,1925.7796151352707,51179.0,6.0,8.06,6.0,8.0
815,Marksman,Varus,#0D1F22,622.9785674216008,1029.4154811785122,142463.0,6.0,8.06,6.0,8.0
816,Marksman,Vayne,#0D1F22,623.3128822755717,1067.8372520655982,174030.0,6.0,8.06,6.0,8.0
817,Mage,Veigar,#25BAA4,694.8770064398918,881.9913650753217,141501.0,6.0,8.06,6.0,8.0
818,Mage,Vel'Koz,#25BAA4,780.0696367781749,796.0558779658596,69208.0,6.0,8.06,6.0,8.0
819,Fighter,Vi,#664A40,480.23560864235145,1898.3864042917792,67075.0,6.0,8.06,6.0,8.0
820,Mage,Viktor,#25BAA4,733.2155257513065,1093.6854886856718,44435.0,6.0,8.06,6.0,8.0
821,Mage,Vladimir,#25BAA4,717.9504780017472,2081.920613129005,71639.0,6.0,8.06,6.0,8.0
822,Fighter,Volibear,#664A40,479.44882195505215,2296.861779028537,86752.0,6.0,8.06,6.0,8.0
823,Fighter,Warwick,#664A40,464.3931037413183,2652.512871024784,182936.0,6.0,8.06,6.0,8.0
824,Fighter,Wukong,#664A40,615.499794730871,1561.6658103196357,82182.0,6.0,8.06,6.0,8.0
825,Marksman,Xayah,#0D1F22,658.8215519375365,994.7164294773918,167628.0,6.0,8.06,6.0,8.0
826,Mage,Xerath,#25BAA4,809.4556886948566,735.0107879108432,70023.0,6.0,8.06,6.0,8.0
827,Fighter,Xin Zhao,#664A40,541.5925306739921,2138.6585933402393,87644.0,6.0,8.06,6.0,8.0
828,Assassin,Yasuo,#ED2941,658.8434172582806,1533.2113171106616,222757.0,6.0,8.06,6.0,8.0
829,Fighter,Yorick,#664A40,651.2266972809883,1939.3560823459477,49594.0,6.0,8.06,6.0,8.0
830,Tank,Zac,#393663,398.09723996428085,3072.4947376491245,77386.0,6.0,8.06,6.0,8.0
831,Assassin,Zed,#ED2941,706.6379096628946,1234.006950937024,145090.0,6.0,8.06,6.0,8.0
832,Mage,Ziggs,#25BAA4,817.4201422970414,772.0333848784303,45144.0,6.0,8.06,6.0,8.0
833,Specialist,Zilean,#EB8596,491.57856238720177,1018.7237963522849,47257.0,6.0,8.06,6.0,8.0
834,Mage,Zoe,#25BAA4,733.4662360885995,890.0984058067735,59103.0,6.0,8.06,6.0,8.0
835,Support,Zyra,#FFB733,677.3363546822977,745.9208531596141,80739.0,6.0,8.06,6.0,8.0
836,Fighter,Aatrox,#664A40,638.7047459008384,2188.419693338312,49579.0,7.0,8.07,7.0,8.0
837,Mage,Ahri,#25BAA4,700.3748403723015,995.701925170056,127356.0,7.0,8.07,7.0,8.0
838,Assassin,Akali,#ED2941,631.7847506701663,1807.7199260878601,69409.0,7.0,8.07,7.0,8.0
839,Tank,Alistar,#393663,271.4544907337396,2185.777108401505,121788.0,7.0,8.07,7.0,8.0
840,Tank,Amumu,#393663,461.0665037010896,2226.2804627804553,51749.0,7.0,8.07,7.0,8.0
841,Mage,Anivia,#25BAA4,645.5531458173804,1620.1829736042837,80872.0,7.0,8.07,7.0,8.0
842,Mage,Annie,#25BAA4,666.0304220699331,885.4683987657861,73053.0,7.0,8.07,7.0,8.0
843,Marksman,Ashe,#0D1F22,606.330056247333,931.811857045994,104700.0,7.0,8.07,7.0,8.0
844,Mage,Aurelion Sol,#25BAA4,662.2011751897338,1226.8168718566399,21836.0,7.0,8.07,7.0,8.0
845,Specialist,Azir,#EB8596,672.743993521933,979.9132583018072,47014.0,7.0,8.07,7.0,8.0
846,Support,Bard,#FFB733,447.8661658771281,1144.8220302795485,77264.0,7.0,8.07,7.0,8.0
847,Support,Blitzcrank,#FFB733,317.71764802389816,1615.78834416967,131454.0,7.0,8.07,7.0,8.0
848,Mage,Brand,#25BAA4,766.8214725163485,876.7139503180574,159925.0,7.0,8.07,7.0,8.0
849,Tank,Braum,#393663,235.35741231364608,1626.7112378609713,117253.0,7.0,8.07,7.0,8.0
850,Marksman,Caitlyn,#0D1F22,661.813509456374,959.3821510663772,321445.0,7.0,8.07,7.0,8.0
851,Fighter,Camille,#664A40,576.2917362061207,1736.1794076066453,86892.0,7.0,8.07,7.0,8.0
852,Mage,Cassiopeia,#25BAA4,670.7846505152506,1251.4298370707684,49903.0,7.0,8.07,7.0,8.0
853,Specialist,Cho'Gath,#EB8596,553.4666446588703,2481.057940916872,93203.0,7.0,8.07,7.0,8.0
854,Marksman,Corki,#0D1F22,739.075090120633,1132.143447655707,26043.0,7.0,8.07,7.0,8.0
855,Fighter,Darius,#664A40,586.2338273093976,2092.0204738202356,156292.0,7.0,8.07,7.0,8.0
856,Fighter,Diana,#664A40,675.9563588904625,1541.7676199541806,70469.0,7.0,8.07,7.0,8.0
857,Fighter,Dr. Mundo,#664A40,631.452178896033,2706.3712677130598,46215.0,7.0,8.07,7.0,8.0
858,Marksman,Draven,#0D1F22,706.0565197134656,1189.1669997883632,116176.0,7.0,8.07,7.0,8.0
859,Assassin,Ekko,#ED2941,652.5203289200283,1675.0926418362492,125779.0,7.0,8.07,7.0,8.0
860,Fighter,Elise,#664A40,518.5195106839237,1431.4646259621213,23568.0,7.0,8.07,7.0,8.0
861,Assassin,Evelynn,#ED2941,597.1040623164666,1494.8971292876922,62360.0,7.0,8.07,7.0,8.0
862,Marksman,Ezreal,#0D1F22,767.0062356033516,961.0019739855229,248420.0,7.0,8.07,7.0,8.0
863,Specialist,Fiddlesticks,#EB8596,584.3833836408654,1371.0656807652776,48317.0,7.0,8.07,7.0,8.0
864,Assassin,Fiora,#ED2941,624.9105887679799,2003.0460107556878,93796.0,7.0,8.07,7.0,8.0
865,Assassin,Fizz,#ED2941,653.4971841612685,1152.325388696085,125700.0,7.0,8.07,7.0,8.0
866,Tank,Galio,#393663,541.6601940345131,1893.6339469912336,66535.0,7.0,8.07,7.0,8.0
867,Specialist,Gangplank,#EB8596,682.377870700504,1440.219955625605,77532.0,7.0,8.07,7.0,8.0
868,Fighter,Garen,#664A40,592.5164907311475,2325.600469589903,120726.0,7.0,8.07,7.0,8.0
869,Specialist,Gnar,#EB8596,615.6873538517552,1652.3945964170189,58251.0,7.0,8.07,7.0,8.0
870,Tank,Gragas,#393663,497.59545516830906,2050.989379488349,46579.0,7.0,8.07,7.0,8.0
871,Specialist,Graves,#EB8596,630.2148899785884,1587.5594562659542,46518.0,7.0,8.07,7.0,8.0
872,Fighter,Hecarim,#664A40,497.5512038674996,2326.175043229001,36263.0,7.0,8.07,7.0,8.0
873,Specialist,Heimerdinger,#EB8596,795.9598323313404,929.975368617045,38090.0,7.0,8.07,7.0,8.0
874,Fighter,Illaoi,#664A40,768.693817715804,2166.052191084988,71944.0,7.0,8.07,7.0,8.0
875,Fighter,Irelia,#664A40,630.1597546423386,1828.2397363742668,245593.0,7.0,8.07,7.0,8.0
876,Support,Ivern,#FFB733,284.52790385381394,1255.1956569412655,14264.0,7.0,8.07,7.0,8.0
877,Support,Janna,#FFB733,278.1183608218153,971.8518982509863,210786.0,7.0,8.07,7.0,8.0
878,Fighter,Jarvan IV,#664A40,469.32091470323087,1980.9066452619793,79029.0,7.0,8.07,7.0,8.0
879,Assassin,Jax,#ED2941,523.5419726547541,1801.304656068508,242546.0,7.0,8.07,7.0,8.0
880,Mage,Jayce,#25BAA4,709.2182357216609,1250.408597860708,32816.0,7.0,8.07,7.0,8.0
881,Marksman,Jhin,#0D1F22,671.9324098084196,923.634838108708,302861.0,7.0,8.07,7.0,8.0
882,Marksman,Jinx,#0D1F22,643.8553098853951,992.3403619294663,206759.0,7.0,8.07,7.0,8.0
883,Marksman,Kai'Sa,#0D1F22,688.7314005799722,1301.755421131893,292222.0,7.0,8.07,7.0,8.0
884,Marksman,Kalista,#0D1F22,583.605404050252,1139.1282858587776,14234.0,7.0,8.07,7.0,8.0
885,Support,Karma,#FFB733,459.99231890606745,963.4621250757621,108159.0,7.0,8.07,7.0,8.0
886,Mage,Karthus,#25BAA4,981.7783156209005,1174.2690710161528,43972.0,7.0,8.07,7.0,8.0
887,Assassin,Kassadin,#ED2941,630.5438783994407,1447.6695646959924,41650.0,7.0,8.07,7.0,8.0
888,Assassin,Katarina,#ED2941,715.1531647427671,1391.1746330500723,85968.0,7.0,8.07,7.0,8.0
889,Specialist,Kayle,#EB8596,574.7230661886368,1406.9815745580468,41314.0,7.0,8.07,7.0,8.0
890,Assassin,Kayn,#ED2941,566.3121061228435,2193.1588766289356,177766.0,7.0,8.07,7.0,8.0
891,Specialist,Kennen,#EB8596,647.3896374328087,1122.229292865532,21694.0,7.0,8.07,7.0,8.0
892,Assassin,Kha'Zix,#ED2941,559.5176586985657,1869.411983415263,132250.0,7.0,8.07,7.0,8.0
893,Marksman,Kindred,#0D1F22,614.2635407841449,1595.00853051593,40999.0,7.0,8.07,7.0,8.0
894,Fighter,Kled,#664A40,635.3328697279968,2254.859583520929,46000.0,7.0,8.07,7.0,8.0
895,Marksman,Kog'Maw,#0D1F22,743.5490123258895,1031.3895314535785,31556.0,7.0,8.07,7.0,8.0
896,Mage,LeBlanc,#25BAA4,652.3055094788501,1135.4298298237002,35765.0,7.0,8.07,7.0,8.0
897,Fighter,Lee Sin,#664A40,475.67710285265144,1996.2842397075428,131690.0,7.0,8.07,7.0,8.0
898,Tank,Leona,#393663,242.47563250495767,1726.7200874469727,136812.0,7.0,8.07,7.0,8.0
899,Mage,Lissandra,#25BAA4,626.5016759235214,1089.9942314166724,22287.0,7.0,8.07,7.0,8.0
900,Marksman,Lucian,#0D1F22,670.0434199696188,1044.1374110823617,110832.0,7.0,8.07,7.0,8.0
901,Support,Lulu,#FFB733,240.69860595707053,804.7512864476952,138460.0,7.0,8.07,7.0,8.0
902,Mage,Lux,#25BAA4,674.9885214109476,766.1457933070894,239075.0,7.0,8.07,7.0,8.0
903,Tank,Malphite,#393663,556.5961509676333,1892.869313075977,123884.0,7.0,8.07,7.0,8.0
904,Mage,Malzahar,#25BAA4,653.999184822637,894.3558961243571,67602.0,7.0,8.07,7.0,8.0
905,Tank,Maokai,#393663,497.7228942908522,2570.2815019362333,50189.0,7.0,8.07,7.0,8.0
906,Assassin,Master Yi,#ED2941,599.394314469966,1798.2051376156373,212934.0,7.0,8.07,7.0,8.0
907,Marksman,Miss Fortune,#0D1F22,715.3262025316791,936.8106752104964,201458.0,7.0,8.07,7.0,8.0
908,Fighter,Mordekaiser,#664A40,668.8736938968536,2012.2011411845192,21502.0,7.0,8.07,7.0,8.0
909,Support,Morgana,#FFB733,467.75148087348487,1059.4016314409766,239657.0,7.0,8.07,7.0,8.0
910,Support,Nami,#FFB733,313.01481540657414,1115.3087814603239,194311.0,7.0,8.07,7.0,8.0
911,Fighter,Nasus,#664A40,589.383964187409,2260.3178941940632,117297.0,7.0,8.07,7.0,8.0
912,Tank,Nautilus,#393663,345.2934328989749,1947.4249929322418,54739.0,7.0,8.07,7.0,8.0
3676,Mage,Neeko,#25BAA4,0.0,0.0,0.0,7.0,8.07,7.0,8.0
913,Specialist,Nidalee,#EB8596,554.2076913228905,1757.6445050314528,32213.0,7.0,8.07,7.0,8.0
914,Assassin,Nocturne,#ED2941,553.7655345926385,1883.7563164923422,69739.0,7.0,8.07,7.0,8.0
915,Tank,Nunu,#393663,363.28383078868836,2513.6184935831398,58554.0,7.0,8.07,7.0,8.0
916,Fighter,Olaf,#664A40,535.5554906715965,2314.3731485921644,73570.0,7.0,8.07,7.0,8.0
917,Mage,Orianna,#25BAA4,641.0599055888357,938.4466012347991,86259.0,7.0,8.07,7.0,8.0
918,Tank,Ornn,#393663,526.3328318880144,2157.015727187454,50868.0,7.0,8.07,7.0,8.0
919,Fighter,Pantheon,#664A40,618.5682433622045,1352.2047897133793,60090.0,7.0,8.07,7.0,8.0
920,Tank,Poppy,#393663,504.2696121132495,2186.3869003573463,36633.0,7.0,8.07,7.0,8.0
3666,Support,Pyke,#FFB733,362.75027519773744,1534.6200534909997,0.0,7.0,8.07,7.0,8.0
921,Specialist,Quinn,#EB8596,707.9592418958598,1169.4553836363657,40686.0,7.0,8.07,7.0,8.0
922,Support,Rakan,#FFB733,260.5266092298465,1403.5566312598498,105146.0,7.0,8.07,7.0,8.0
923,Tank,Rammus,#393663,447.239163151699,2626.619990577613,48859.0,7.0,8.07,7.0,8.0
924,Fighter,Rek'Sai,#664A40,473.9189390358597,2116.7281459357364,20034.0,7.0,8.07,7.0,8.0
925,Fighter,Renekton,#664A40,600.0152722445757,2112.3165021127033,95073.0,7.0,8.07,7.0,8.0
926,Fighter,Rengar,#664A40,580.1252304276825,1836.5034102185673,85525.0,7.0,8.07,7.0,8.0
927,Assassin,Riven,#ED2941,546.7236475268624,1723.3623621561019,101149.0,7.0,8.07,7.0,8.0
928,Mage,Rumble,#25BAA4,703.4249412084039,1485.4006046119287,28095.0,7.0,8.07,7.0,8.0
929,Mage,Ryze,#25BAA4,659.3289963127338,1305.2618539770444,76683.0,7.0,8.07,7.0,8.0
930,Tank,Sejuani,#393663,375.54428054664595,2316.7456169924726,68248.0,7.0,8.07,7.0,8.0
931,Assassin,Shaco,#ED2941,509.79299860295816,1436.2186213248938,83360.0,7.0,8.07,7.0,8.0
932,Tank,Shen,#393663,380.0223249440538,2029.2784080600886,78698.0,7.0,8.07,7.0,8.0
933,Fighter,Shyvana,#664A40,539.2122683268426,2242.0769255096584,73410.0,7.0,8.07,7.0,8.0
934,Specialist,Singed,#EB8596,637.6563709555239,2037.7554414292317,68882.0,7.0,8.07,7.0,8.0
935,Tank,Sion,#393663,527.2241097014439,2722.1443816653177,116530.0,7.0,8.07,7.0,8.0
936,Marksman,Sivir,#0D1F22,645.8911731725048,982.1953215937315,91772.0,7.0,8.07,7.0,8.0
937,Fighter,Skarner,#664A40,327.0207685868993,2309.5091434764117,46903.0,7.0,8.07,7.0,8.0
938,Support,Sona,#FFB733,399.5494320085671,1211.699666647545,110444.0,7.0,8.07,7.0,8.0
939,Support,Soraka,#FFB733,243.79827673825667,1349.5108973987628,124016.0,7.0,8.07,7.0,8.0
940,Mage,Swain,#25BAA4,747.0185868633046,1757.0416198140756,130737.0,7.0,8.07,7.0,8.0
3699,Mage,Sylas,#25BAA4,0.0,0.0,0.0,7.0,8.07,7.0,8.0
941,Mage,Syndra,#25BAA4,681.6619269931897,869.9726936872348,38112.0,7.0,8.07,7.0,8.0
942,Support,Tahm Kench,#FFB733,377.7294293613657,2209.3696309535094,77469.0,7.0,8.07,7.0,8.0
943,Mage,Taliyah,#25BAA4,746.253197658512,961.8209726169011,41937.0,7.0,8.07,7.0,8.0
944,Assassin,Talon,#ED2941,679.7228248369788,1320.9223912663183,56954.0,7.0,8.07,7.0,8.0
945,Support,Taric,#FFB733,201.92232488370644,1839.2116866766637,74828.0,7.0,8.07,7.0,8.0
946,Specialist,Teemo,#EB8596,799.9247465921884,1061.5941571070587,114065.0,7.0,8.07,7.0,8.0
947,Support,Thresh,#FFB733,264.16977052273444,1356.1849506018264,218870.0,7.0,8.07,7.0,8.0
948,Marksman,Tristana,#0D1F22,597.2334354232003,1035.0676598996395,171047.0,7.0,8.07,7.0,8.0
949,Fighter,Trundle,#664A40,456.29212253100536,2537.3502950158672,88416.0,7.0,8.07,7.0,8.0
950,Assassin,Tryndamere,#ED2941,580.3356690510789,3115.189027182079,133036.0,7.0,8.07,7.0,8.0
951,Mage,Twisted Fate,#25BAA4,609.9813053142352,1076.4674512024171,70945.0,7.0,8.07,7.0,8.0
952,Marksman,Twitch,#0D1F22,666.4803441943355,1047.8869228328008,121722.0,7.0,8.07,7.0,8.0
953,Fighter,Udyr,#664A40,444.7069538393954,2190.0789755204887,101166.0,7.0,8.07,7.0,8.0
954,Fighter,Urgot,#664A40,634.4192928301952,1921.7789725666944,50224.0,7.0,8.07,7.0,8.0
955,Marksman,Varus,#0D1F22,607.36357022445,1014.3469354858883,169487.0,7.0,8.07,7.0,8.0
956,Marksman,Vayne,#0D1F22,620.6841336066282,1068.1623760078428,179653.0,7.0,8.07,7.0,8.0
957,Mage,Veigar,#25BAA4,689.2417517602393,872.4531063044087,135403.0,7.0,8.07,7.0,8.0
958,Mage,Vel'Koz,#25BAA4,778.2046117226254,796.2489832806,65837.0,7.0,8.07,7.0,8.0
959,Fighter,Vi,#664A40,482.99531781253245,1883.8824097788338,71917.0,7.0,8.07,7.0,8.0
960,Mage,Viktor,#25BAA4,748.5729165056405,1104.36668496206,41065.0,7.0,8.07,7.0,8.0
961,Mage,Vladimir,#25BAA4,717.1802250328268,2084.586196392591,80601.0,7.0,8.07,7.0,8.0
962,Fighter,Volibear,#664A40,478.3763793845625,2295.157296720163,73260.0,7.0,8.07,7.0,8.0
963,Fighter,Warwick,#664A40,460.24513399378156,2637.430828715867,192416.0,7.0,8.07,7.0,8.0
964,Fighter,Wukong,#664A40,616.4088310875534,1557.5290863097755,100421.0,7.0,8.07,7.0,8.0
965,Marksman,Xayah,#0D1F22,656.0168158507133,992.6731560502778,161117.0,7.0,8.07,7.0,8.0
966,Mage,Xerath,#25BAA4,811.9438561927254,734.9407230295782,68226.0,7.0,8.07,7.0,8.0
967,Fighter,Xin Zhao,#664A40,532.8939055285796,2135.7850966303713,100184.0,7.0,8.07,7.0,8.0
968,Assassin,Yasuo,#ED2941,663.4219797220633,1532.058572417241,238190.0,7.0,8.07,7.0,8.0
969,Fighter,Yorick,#664A40,655.3251464959453,1933.0249840318006,48196.0,7.0,8.07,7.0,8.0
970,Tank,Zac,#393663,400.14344457557866,3087.9956965453694,73602.0,7.0,8.07,7.0,8.0
971,Assassin,Zed,#ED2941,721.8691538518688,1247.7247297881454,158565.0,7.0,8.07,7.0,8.0
972,Mage,Ziggs,#25BAA4,811.1645824123077,771.7992592011087,44735.0,7.0,8.07,7.0,8.0
973,Specialist,Zilean,#EB8596,490.3349254975079,1010.5202362637773,48952.0,7.0,8.07,7.0,8.0
974,Mage,Zoe,#25BAA4,728.2165545481835,895.7119121036384,59619.0,7.0,8.07,7.0,8.0
975,Support,Zyra,#FFB733,674.6762330294357,746.7640983754134,85487.0,7.0,8.07,7.0,8.0
976,Fighter,Aatrox,#664A40,641.4138618765762,2194.9633611089203,52338.0,8.0,8.08,8.0,8.0
977,Mage,Ahri,#25BAA4,717.299406693616,1019.5816597947107,175302.0,8.0,8.08,8.0,8.0
978,Assassin,Akali,#ED2941,632.2837397256799,1812.7384561584063,66764.0,8.0,8.08,8.0,8.0
979,Tank,Alistar,#393663,275.20291807805404,2192.16292953384,121891.0,8.0,8.08,8.0,8.0
980,Tank,Amumu,#393663,461.24679591925235,2221.864746967775,49513.0,8.0,8.08,8.0,8.0
981,Mage,Anivia,#25BAA4,635.3765336996707,1626.217524390001,72008.0,8.0,8.08,8.0,8.0
982,Mage,Annie,#25BAA4,667.8040752780466,888.2455472498832,72191.0,8.0,8.08,8.0,8.0
983,Marksman,Ashe,#0D1F22,606.399006334465,933.7742924083278,102557.0,8.0,8.08,8.0,8.0
984,Mage,Aurelion Sol,#25BAA4,662.352376239978,1244.3751708234267,22601.0,8.0,8.08,8.0,8.0
985,Specialist,Azir,#EB8596,662.1678497861932,988.7220662280009,31254.0,8.0,8.08,8.0,8.0
986,Support,Bard,#FFB733,454.0399845218677,1148.6069751615214,78713.0,8.0,8.08,8.0,8.0
987,Support,Blitzcrank,#FFB733,320.549091583596,1613.0687328488755,127743.0,8.0,8.08,8.0,8.0
988,Mage,Brand,#25BAA4,762.195392097598,877.8669400564652,155632.0,8.0,8.08,8.0,8.0
989,Tank,Braum,#393663,234.87735654009037,1615.1140018377837,94875.0,8.0,8.08,8.0,8.0
990,Marksman,Caitlyn,#0D1F22,662.7063281041815,964.8397081962872,308266.0,8.0,8.08,8.0,8.0
991,Fighter,Camille,#664A40,584.4632097839324,1736.482138046426,85590.0,8.0,8.08,8.0,8.0
992,Mage,Cassiopeia,#25BAA4,664.1966955720512,1270.4243954519459,45835.0,8.0,8.08,8.0,8.0
993,Specialist,Cho'Gath,#EB8596,555.1984844486786,2462.851150971015,87167.0,8.0,8.08,8.0,8.0
994,Marksman,Corki,#0D1F22,741.2214594293049,1140.092318103903,23201.0,8.0,8.08,8.0,8.0
995,Fighter,Darius,#664A40,583.3444628476101,2089.700820539183,153780.0,8.0,8.08,8.0,8.0
996,Fighter,Diana,#664A40,682.616170022583,1536.407741105452,69598.0,8.0,8.08,8.0,8.0
997,Fighter,Dr. Mundo,#664A40,633.7599355361112,2709.179387311586,48220.0,8.0,8.08,8.0,8.0
998,Marksman,Draven,#0D1F22,708.907881970368,1183.8070316429219,115637.0,8.0,8.08,8.0,8.0
999,Assassin,Ekko,#ED2941,647.6466829689523,1716.578397628221,126989.0,8.0,8.08,8.0,8.0
1000,Fighter,Elise,#664A40,521.1115453520331,1429.9032156133921,19929.0,8.0,8.08,8.0,8.0
1001,Assassin,Evelynn,#ED2941,602.5204406415434,1500.8538169091662,61616.0,8.0,8.08,8.0,8.0
1002,Marksman,Ezreal,#0D1F22,768.1081289544716,962.8927091858104,257985.0,8.0,8.08,8.0,8.0
1003,Specialist,Fiddlesticks,#EB8596,583.880173564332,1341.2190286169016,49232.0,8.0,8.08,8.0,8.0
1004,Assassin,Fiora,#ED2941,613.0758100006922,2003.8726852100083,81297.0,8.0,8.08,8.0,8.0
1005,Assassin,Fizz,#ED2941,658.8428071297346,1160.9477717459338,123532.0,8.0,8.08,8.0,8.0
1006,Tank,Galio,#393663,529.7524104530424,1895.3433858979058,50192.0,8.0,8.08,8.0,8.0
1007,Specialist,Gangplank,#EB8596,680.9499429931326,1458.326517909658,74075.0,8.0,8.08,8.0,8.0
1008,Fighter,Garen,#664A40,589.1891058967635,2339.5192019784663,124107.0,8.0,8.08,8.0,8.0
1009,Specialist,Gnar,#EB8596,613.3156265328294,1658.368693889458,54280.0,8.0,8.08,8.0,8.0
1010,Tank,Gragas,#393663,513.8929530593955,2012.0920731552292,37560.0,8.0,8.08,8.0,8.0
1011,Specialist,Graves,#EB8596,638.4239957940797,1655.3426261615784,147222.0,8.0,8.08,8.0,8.0
1012,Fighter,Hecarim,#664A40,506.63599980560986,2325.2207654661147,33071.0,8.0,8.08,8.0,8.0
1013,Specialist,Heimerdinger,#EB8596,791.0668676872256,934.4304694842319,39720.0,8.0,8.08,8.0,8.0
1014,Fighter,Illaoi,#664A40,763.2780082710731,2164.9052718132834,67625.0,8.0,8.08,8.0,8.0
1015,Fighter,Irelia,#664A40,618.8243871886759,1848.2584412315186,144757.0,8.0,8.08,8.0,8.0
1016,Support,Ivern,#FFB733,280.6868495615063,1247.256487768614,13512.0,8.0,8.08,8.0,8.0
1017,Support,Janna,#FFB733,266.407572356418,969.0190950315836,196303.0,8.0,8.08,8.0,8.0
1018,Fighter,Jarvan IV,#664A40,470.7671772410413,1970.4073413658646,70627.0,8.0,8.08,8.0,8.0
1019,Assassin,Jax,#ED2941,529.8314704548495,1785.385121061578,224739.0,8.0,8.08,8.0,8.0
1020,Mage,Jayce,#25BAA4,707.8777134023081,1260.0411403177716,33177.0,8.0,8.08,8.0,8.0
1021,Marksman,Jhin,#0D1F22,674.9295283243462,940.2913004822242,307659.0,8.0,8.08,8.0,8.0
1022,Marksman,Jinx,#0D1F22,646.9298856322239,997.1031602300245,219638.0,8.0,8.08,8.0,8.0
1023,Marksman,Kai'Sa,#0D1F22,678.3802942451873,1284.5025932118851,262757.0,8.0,8.08,8.0,8.0
1024,Marksman,Kalista,#0D1F22,583.1643163601218,1143.7159165960811,14452.0,8.0,8.08,8.0,8.0
1025,Support,Karma,#FFB733,452.1811598165586,961.0184858923501,105575.0,8.0,8.08,8.0,8.0
1026,Mage,Karthus,#25BAA4,971.7670749953896,1169.5999942536164,40614.0,8.0,8.08,8.0,8.0
1027,Assassin,Kassadin,#ED2941,630.1076672958316,1486.1240731904481,42613.0,8.0,8.08,8.0,8.0
1028,Assassin,Katarina,#ED2941,712.7994520485315,1388.9271125126725,78038.0,8.0,8.08,8.0,8.0
