,Class,champion,color,dmgdealt/min,dmgtaken/min,games,internal,patch,patchnum,season
3311,Mage,Orianna,#25BAA4,651.0590825944792,974.9774145856654,101262.0,24.0,8.24,24.0,8.0
3312,Tank,Ornn,#393663,490.8958243618075,2046.699358372506,36968.0,24.0,8.24,24.0,8.0
3313,Fighter,Pantheon,#664A40,609.8556485043547,1425.2638256458588,193702.0,24.0,8.24,24.0,8.0
3314,Tank,Poppy,#393663,518.8333656117217,2092.596970430607,86663.0,24.0,8.24,24.0,8.0
3315,Support,Pyke,#FFB733,383.09300830056,1530.4015583928165,310173.0,24.0,8.24,24.0,8.0
3316,Specialist,Quinn,#EB8596,670.9084959039194,1140.105462228872,63412.0,24.0,8.24,24.0,8.0
3317,Support,Rakan,#FFB733,255.80502824028093,1324.875925758302,78272.0,24.0,8.24,24.0,8.0
3318,Tank,Rammus,#393663,482.4837670579218,2652.0748122160035,105206.0,24.0,8.24,24.0,8.0
3319,Fighter,Rek'Sai,#664A40,493.83068462827435,2115.3282850124356,18810.0,24.0,8.24,24.0,8.0
3320,Fighter,Renekton,#664A40,596.2301050782544,2039.0722412930188,193705.0,24.0,8.24,24.0,8.0
3321,Fighter,Rengar,#664A40,592.7839209225878,1904.0019133850644,162697.0,24.0,8.24,24.0,8.0
3322,Assassin,Riven,#ED2941,557.8269446225119,1739.9011563939064,249603.0,24.0,8.24,24.0,8.0
3323,Mage,Rumble,#25BAA4,725.6324080119672,1571.6989242828954,52205.0,24.0,8.24,24.0,8.0
3324,Mage,Ryze,#25BAA4,622.3139599061286,1372.857598863438,75491.0,24.0,8.24,24.0,8.0
3325,Tank,Sejuani,#393663,382.19423399191743,2255.8279989662688,24417.0,24.0,8.24,24.0,8.0
3326,Assassin,Shaco,#ED2941,505.17101729216853,1462.328015484485,158800.0,24.0,8.24,24.0,8.0
3327,Tank,Shen,#393663,382.92687634058177,1974.7854009269815,84875.0,24.0,8.24,24.0,8.0
3328,Fighter,Shyvana,#664A40,559.8991807840739,2187.4185409896736,80173.0,24.0,8.24,24.0,8.0
3329,Specialist,Singed,#EB8596,608.4205216874342,1934.638502633438,57501.0,24.0,8.24,24.0,8.0
3330,Tank,Sion,#393663,551.4898326345542,2711.2058282945063,145210.0,24.0,8.24,24.0,8.0
3331,Marksman,Sivir,#0D1F22,613.4161262883533,1012.0778305304051,132343.0,24.0,8.24,24.0,8.0
3332,Fighter,Skarner,#664A40,357.5716747764125,2296.6141805727875,16113.0,24.0,8.24,24.0,8.0
3333,Support,Sona,#FFB733,414.0641985850285,1216.8949028600402,196937.0,24.0,8.24,24.0,8.0
3334,Support,Soraka,#FFB733,259.85031130796,1339.685075477629,206387.0,24.0,8.24,24.0,8.0
3335,Mage,Swain,#25BAA4,708.8147271328739,1709.2096824816454,70868.0,24.0,8.24,24.0,8.0
3716,Mage,Sylas,#25BAA4,0.0,0.0,0.0,24.0,8.24,24.0,8.0
3336,Mage,Syndra,#25BAA4,705.7208609293355,939.9836278507473,62738.0,24.0,8.24,24.0,8.0
3337,Support,Tahm Kench,#FFB733,421.8101573961447,2225.1784203234474,58979.0,24.0,8.24,24.0,8.0
3338,Mage,Taliyah,#25BAA4,701.9788998361965,1245.7410649343774,24596.0,24.0,8.24,24.0,8.0
3339,Assassin,Talon,#ED2941,681.5553214838415,1365.304808743239,120844.0,24.0,8.24,24.0,8.0
3340,Support,Taric,#FFB733,216.02530276498072,1837.5372097061565,56075.0,24.0,8.24,24.0,8.0
3341,Specialist,Teemo,#EB8596,792.6402287656406,1097.8518572382718,305863.0,24.0,8.24,24.0,8.0
3342,Support,Thresh,#FFB733,282.8959104231147,1330.7905784468164,458194.0,24.0,8.24,24.0,8.0
3343,Marksman,Tristana,#0D1F22,604.6044450723703,1043.8978982956837,199854.0,24.0,8.24,24.0,8.0
3344,Fighter,Trundle,#664A40,446.9910574948672,2454.950687371942,43460.0,24.0,8.24,24.0,8.0
3345,Assassin,Tryndamere,#ED2941,559.4642362070774,3950.889311366441,210202.0,24.0,8.24,24.0,8.0
3346,Mage,Twisted Fate,#25BAA4,607.8967092011899,1118.0119197122722,80442.0,24.0,8.24,24.0,8.0
3347,Marksman,Twitch,#0D1F22,668.635641675516,1172.9987222066575,227342.0,24.0,8.24,24.0,8.0
3348,Fighter,Udyr,#664A40,437.6145710163842,2209.521122801364,216722.0,24.0,8.24,24.0,8.0
3349,Fighter,Urgot,#664A40,604.1480210079179,1969.3864915507122,143984.0,24.0,8.24,24.0,8.0
3350,Marksman,Varus,#0D1F22,595.9105613712042,992.8203313721189,106324.0,24.0,8.24,24.0,8.0
3351,Marksman,Vayne,#0D1F22,601.7820449381097,1150.475238546006,329633.0,24.0,8.24,24.0,8.0
3352,Mage,Veigar,#25BAA4,666.1447965247322,890.0028087882283,252786.0,24.0,8.24,24.0,8.0
3353,Mage,Vel'Koz,#25BAA4,756.3598078293554,793.8506871414183,151444.0,24.0,8.24,24.0,8.0
3354,Fighter,Vi,#664A40,509.65252592212215,1928.0344552540998,116352.0,24.0,8.24,24.0,8.0
3355,Mage,Viktor,#25BAA4,714.6581578309315,1203.019229004073,78075.0,24.0,8.24,24.0,8.0
3356,Mage,Vladimir,#25BAA4,705.4208399892782,2145.2843335964544,103912.0,24.0,8.24,24.0,8.0
3357,Fighter,Volibear,#664A40,477.74954599126403,2204.400743771658,77434.0,24.0,8.24,24.0,8.0
3358,Fighter,Warwick,#664A40,455.95641077352104,2667.351115691846,163030.0,24.0,8.24,24.0,8.0
3359,Fighter,Wukong,#664A40,597.80772870865,1544.0837203772803,121089.0,24.0,8.24,24.0,8.0
3360,Marksman,Xayah,#0D1F22,606.7187148590782,997.6786063782141,92930.0,24.0,8.24,24.0,8.0
3361,Mage,Xerath,#25BAA4,788.7228945389586,763.6021417830776,122953.0,24.0,8.24,24.0,8.0
3362,Fighter,Xin Zhao,#664A40,529.5524500644169,2178.863007635628,197933.0,24.0,8.24,24.0,8.0
3363,Assassin,Yasuo,#ED2941,655.0074095994975,1603.5639814335366,490226.0,24.0,8.24,24.0,8.0
3364,Fighter,Yorick,#664A40,634.5416208026104,1932.6777937474951,56730.0,24.0,8.24,24.0,8.0
3365,Tank,Zac,#393663,420.1527961037482,3068.669711997083,42028.0,24.0,8.24,24.0,8.0
3366,Assassin,Zed,#ED2941,733.7079525647756,1242.5703157859957,298241.0,24.0,8.24,24.0,8.0
3367,Mage,Ziggs,#25BAA4,805.7866834358151,817.4522816547875,74170.0,24.0,8.24,24.0,8.0
3368,Specialist,Zilean,#EB8596,454.7471614902831,1018.8858773763204,95408.0,24.0,8.24,24.0,8.0
3369,Mage,Zoe,#25BAA4,720.4821550024817,967.4956736684005,109014.0,24.0,8.24,24.0,8.0
3370,Support,Zyra,#FFB733,673.0452425670853,795.9018160151315,220927.0,24.0,8.24,24.0,8.0
3371,Fighter,Aatrox,#664A40,598.2080022050583,2192.5530058165546,99038.0,25.0,9.01,1.0,9.0
3372,Mage,Ahri,#25BAA4,691.592994692458,1033.8577814721132,116209.0,25.0,9.01,1.0,9.0
3373,Assassin,Akali,#ED2941,598.0003628402685,1487.1733635736582,86566.0,25.0,9.01,1.0,9.0
3374,Tank,Alistar,#393663,263.7637083155581,2098.179340646717,59668.0,25.0,9.01,1.0,9.0
3375,Tank,Amumu,#393663,482.67625806853954,2197.1589833668854,54805.0,25.0,9.01,1.0,9.0
3376,Mage,Anivia,#25BAA4,615.8972554611285,1305.4196032823575,34662.0,25.0,9.01,1.0,9.0
3377,Mage,Annie,#25BAA4,685.4805311564319,914.3389065273075,54911.0,25.0,9.01,1.0,9.0
3378,Marksman,Ashe,#0D1F22,610.1309658548709,1000.9914685709332,113121.0,25.0,9.01,1.0,9.0
3379,Mage,Aurelion Sol,#25BAA4,622.0181669592808,1263.3290369879035,8844.0,25.0,9.01,1.0,9.0
3380,Specialist,Azir,#EB8596,652.1009186877453,1051.5523986899177,18296.0,25.0,9.01,1.0,9.0
3381,Support,Bard,#FFB733,447.1979833252487,1159.5058232394192,46882.0,25.0,9.01,1.0,9.0
3382,Support,Blitzcrank,#FFB733,329.969702111843,1598.455225987673,101965.0,25.0,9.01,1.0,9.0
3383,Mage,Brand,#25BAA4,743.8617864859239,922.0404831959514,147302.0,25.0,9.01,1.0,9.0
3384,Tank,Braum,#393663,236.6578494532853,1554.1976089094246,47181.0,25.0,9.01,1.0,9.0
3385,Marksman,Caitlyn,#0D1F22,652.7910465891988,983.1718705531417,163731.0,25.0,9.01,1.0,9.0
3386,Fighter,Camille,#664A40,506.53181263464637,1889.3109365447112,59736.0,25.0,9.01,1.0,9.0
3387,Mage,Cassiopeia,#25BAA4,698.7194120440631,1196.7548106245695,54373.0,25.0,9.01,1.0,9.0
3388,Specialist,Cho'Gath,#EB8596,557.0989520160209,2253.1174184078504,43371.0,25.0,9.01,1.0,9.0
3389,Marksman,Corki,#0D1F22,744.1438089655364,1165.7285760584095,19518.0,25.0,9.01,1.0,9.0
3390,Fighter,Darius,#664A40,577.8446115326109,1972.86497467276,125669.0,25.0,9.01,1.0,9.0
3391,Fighter,Diana,#664A40,685.733482542035,1570.1158111475079,64867.0,25.0,9.01,1.0,9.0
3392,Fighter,Dr. Mundo,#664A40,590.7584390535494,2699.9124643581276,33098.0,25.0,9.01,1.0,9.0
3393,Marksman,Draven,#0D1F22,699.8545836239679,1183.9924331735708,88722.0,25.0,9.01,1.0,9.0
3394,Assassin,Ekko,#ED2941,646.906709832135,1731.9252424716344,84251.0,25.0,9.01,1.0,9.0
3395,Fighter,Elise,#664A40,563.5451160523954,1476.2968431014394,33843.0,25.0,9.01,1.0,9.0
3396,Assassin,Evelynn,#ED2941,625.0641815399422,1527.6584131830248,48876.0,25.0,9.01,1.0,9.0
3397,Marksman,Ezreal,#0D1F22,740.7184339910453,969.7612966445367,226576.0,25.0,9.01,1.0,9.0
3398,Specialist,Fiddlesticks,#EB8596,555.0018294125657,1270.7994544488818,52875.0,25.0,9.01,1.0,9.0
3399,Assassin,Fiora,#ED2941,620.9902579576191,1984.450062129541,67862.0,25.0,9.01,1.0,9.0
3400,Assassin,Fizz,#ED2941,647.3674796338157,1206.6881723168472,74797.0,25.0,9.01,1.0,9.0
3401,Tank,Galio,#393663,667.3589248842756,1777.1985120266413,126260.0,25.0,9.01,1.0,9.0
3402,Specialist,Gangplank,#EB8596,649.6475268214062,1456.3427896134353,33235.0,25.0,9.01,1.0,9.0
3403,Fighter,Garen,#664A40,580.7728669412219,2311.8132304697706,125811.0,25.0,9.01,1.0,9.0
3404,Specialist,Gnar,#EB8596,595.4703830902142,1633.1533441900885,23480.0,25.0,9.01,1.0,9.0
3405,Tank,Gragas,#393663,513.8379135785193,1937.99904802323,35515.0,25.0,9.01,1.0,9.0
3406,Specialist,Graves,#EB8596,606.3180033446873,1605.300766133981,87446.0,25.0,9.01,1.0,9.0
3407,Fighter,Hecarim,#664A40,530.4093357386544,2317.9777994335827,37148.0,25.0,9.01,1.0,9.0
3408,Specialist,Heimerdinger,#EB8596,780.6930522034177,980.0833750473304,44905.0,25.0,9.01,1.0,9.0
3409,Fighter,Illaoi,#664A40,758.8103836485404,2177.833851532583,58905.0,25.0,9.01,1.0,9.0
3410,Fighter,Irelia,#664A40,590.587158214874,1790.1848955259143,105924.0,25.0,9.01,1.0,9.0
3411,Support,Ivern,#FFB733,301.93412008891926,1256.3207438258905,11033.0,25.0,9.01,1.0,9.0
3412,Support,Janna,#FFB733,297.8618977207118,992.6651565885196,63471.0,25.0,9.01,1.0,9.0
3413,Fighter,Jarvan IV,#664A40,486.24197873904023,1945.3521702848736,49096.0,25.0,9.01,1.0,9.0
3414,Assassin,Jax,#ED2941,558.9702064695181,1754.506653558211,213105.0,25.0,9.01,1.0,9.0
3415,Mage,Jayce,#25BAA4,710.2318204782771,1289.345333974632,34472.0,25.0,9.01,1.0,9.0
3416,Marksman,Jhin,#0D1F22,661.478297842772,993.7760176765187,168713.0,25.0,9.01,1.0,9.0
3417,Marksman,Jinx,#0D1F22,659.0230859869165,1016.1054712330546,146990.0,25.0,9.01,1.0,9.0
3418,Marksman,Kai'Sa,#0D1F22,625.7838872765268,1116.2381190741191,199639.0,25.0,9.01,1.0,9.0
3419,Marksman,Kalista,#0D1F22,610.7629110396782,1172.7339929006687,36159.0,25.0,9.01,1.0,9.0
3420,Support,Karma,#FFB733,477.89782383334773,1072.3423285643419,55474.0,25.0,9.01,1.0,9.0
3421,Mage,Karthus,#25BAA4,936.3180178187521,1240.1730742113293,67204.0,25.0,9.01,1.0,9.0
3422,Assassin,Kassadin,#ED2941,666.931605965722,1696.6085732954493,63663.0,25.0,9.01,1.0,9.0
3423,Assassin,Katarina,#ED2941,726.8558297693321,1433.125220065129,61575.0,25.0,9.01,1.0,9.0
3424,Specialist,Kayle,#EB8596,538.3799387134327,1448.1862953567354,23766.0,25.0,9.01,1.0,9.0
3425,Assassin,Kayn,#ED2941,577.3515412771749,2240.4371492656182,142157.0,25.0,9.01,1.0,9.0
3426,Specialist,Kennen,#EB8596,645.1825367769827,1169.7573372420427,29521.0,25.0,9.01,1.0,9.0
3427,Assassin,Kha'Zix,#ED2941,577.3424166805954,2004.8274633348922,138976.0,25.0,9.01,1.0,9.0
3428,Marksman,Kindred,#0D1F22,604.7035903333317,1749.7106214621551,43748.0,25.0,9.01,1.0,9.0
3429,Fighter,Kled,#664A40,635.5186433236147,2136.417876975286,36931.0,25.0,9.01,1.0,9.0
3430,Marksman,Kog'Maw,#0D1F22,765.969404423391,1090.4145555674515,21991.0,25.0,9.01,1.0,9.0
3431,Mage,LeBlanc,#25BAA4,652.3493333140436,1071.7325219573077,66789.0,25.0,9.01,1.0,9.0
